"source","STUDY_ID","newsite","REALM","TAXA","ORGANISMS","nyr_used","startyr","endyr","LONGITUDE","LATITUDE","citation_1","citation_2","citation_3","citation_4","citation_5","citation_6"
"RivFishTIME","2080030100","G10203","Freshwater","fish","Fish",30,1986,2018,22.68281,67.6705,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080030100","G10206","Freshwater","fish","Fish",32,1986,2018,22.64488,67.69076,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1021","Freshwater","fish","Fish",26,1993,2018,-90.27086,38.91544," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","7080047060","G1022","Freshwater","fish","Fish",26,1993,2018,-90.17989,38.87213," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080030100","G10224","Freshwater","fish","Fish",21,1992,2018,23.25594,67.76319,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1023","Freshwater","fish","Fish",26,1993,2018,-90.17989,38.87213," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080030100","G10232","Freshwater","fish","Fish",24,1990,2018,21.6376,68.12228,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080030100","G10233","Freshwater","fish","Fish",23,1990,2018,21.64198,68.12248,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080030100","G10234","Freshwater","fish","Fish",25,1990,2018,21.61758,68.12712,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080030100","G10239","Freshwater","fish","Fish",27,1991,2018,21.4434,68.27846,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1024","Freshwater","fish","Fish",26,1993,2018,-90.39803,38.92018," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080030100","G10240","Freshwater","fish","Fish",28,1990,2018,21.44295,68.28055,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080030100","G10241","Freshwater","fish","Fish",32,1986,2018,21.44932,68.29059,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080030100","G10242","Freshwater","fish","Fish",27,1990,2018,21.45088,68.29198,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080030100","G10244","Freshwater","fish","Fish",27,1987,2018,21.57075,68.37757,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080030100","G10245","Freshwater","fish","Fish",30,1981,2018,21.56825,68.38117,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080030100","G10246","Freshwater","fish","Fish",27,1990,2018,21.56946,68.38113,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080030100","G10247","Freshwater","fish","Fish",29,1987,2018,21.56532,68.38496,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1025","Freshwater","fish","Fish",26,1993,2018,-90.39803,38.92018," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080032350","G10250","Freshwater","fish","Fish",26,1988,2018,16.1832,56.54492,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033010","G10258","Freshwater","fish","Fish",28,1988,2018,13.36089,56.56829,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033010","G10259","Freshwater","fish","Fish",27,1989,2018,13.30636,56.56778,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1026","Freshwater","fish","Fish",26,1993,2018,-90.18992,42.13602," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033010","G10261","Freshwater","fish","Fish",23,1995,2018,13.30078,56.571,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033020","G10262","Freshwater","fish","Fish",27,1989,2018,13.13835,56.56788,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033020","G10266","Freshwater","fish","Fish",21,1989,2011,13.03367,56.57358,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033010","G10267","Freshwater","fish","Fish",26,1991,2018,13.36687,56.58062,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033020","G10269","Freshwater","fish","Fish",29,1980,2018,13.07844,56.57863,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1027","Freshwater","fish","Fish",25,1993,2018,-90.18992,42.13602," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033020","G10272","Freshwater","fish","Fish",20,1992,2014,13.1056,56.58056,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033020","G10275","Freshwater","fish","Fish",27,1985,2018,13.04271,56.58349,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033020","G10276","Freshwater","fish","Fish",22,1986,2014,13.12528,56.5879,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033010","G10277","Freshwater","fish","Fish",28,1989,2018,13.29648,56.59408,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1028","Freshwater","fish","Fish",25,1994,2018,-90.54612,38.91535," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033020","G10282","Freshwater","fish","Fish",26,1991,2018,13.12649,56.60055,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1029","Freshwater","fish","Fish",25,1994,2018,-90.54612,38.91535," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033020","G10292","Freshwater","fish","Fish",24,1987,2011,13.05349,56.62129,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080032680","G10293","Freshwater","fish","Fish",25,1989,2018,13.07766,55.60301,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080032680","G10297","Freshwater","fish","Fish",27,1989,2018,13.14278,55.60471,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1030","Freshwater","fish","Fish",26,1993,2018,-90.50245,38.91654," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033020","G10300","Freshwater","fish","Fish",28,1988,2018,13.06206,56.63851,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033010","G10302","Freshwater","fish","Fish",21,1983,2018,13.39114,56.65435,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033090","G10308","Freshwater","fish","Fish",24,1991,2016,12.73438,56.6573,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1031","Freshwater","fish","Fish",26,1993,2018,-90.50245,38.91654," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033020","G10313","Freshwater","fish","Fish",29,1988,2018,12.92841,56.66922,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033020","G10319","Freshwater","fish","Fish",37,1979,2018,12.98327,56.68725,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1032","Freshwater","fish","Fish",24,1994,2018,-90.6817,39.00066," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033020","G10322","Freshwater","fish","Fish",29,1979,2018,13.0108,56.69374,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033020","G10328","Freshwater","fish","Fish",24,1995,2018,13.03063,56.70074,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1033","Freshwater","fish","Fish",26,1993,2018,-90.26347,40.13539," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033020","G10330","Freshwater","fish","Fish",24,1993,2018,13.09402,56.70348,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033020","G10334","Freshwater","fish","Fish",27,1991,2018,13.07025,56.70476,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033020","G10337","Freshwater","fish","Fish",25,1991,2018,13.13501,56.71291,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1034","Freshwater","fish","Fish",26,1993,2018,-90.26347,40.13539," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033020","G10342","Freshwater","fish","Fish",27,1988,2018,13.04698,56.71719,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033090","G10343","Freshwater","fish","Fish",20,1991,2013,12.69125,56.70934,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033020","G10345","Freshwater","fish","Fish",28,1991,2018,13.10282,56.72883,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033020","G10347","Freshwater","fish","Fish",23,1996,2018,13.10398,56.73541,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1035","Freshwater","fish","Fish",26,1993,2018,-90.07446,40.28857," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033080","G10353","Freshwater","fish","Fish",29,1990,2018,12.98176,56.76174,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033080","G10355","Freshwater","fish","Fish",25,1983,2016,12.97389,56.76326,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033080","G10358","Freshwater","fish","Fish",24,1979,2006,12.98028,56.774,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033080","G10359","Freshwater","fish","Fish",27,1982,2018,12.97936,56.77407,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1036","Freshwater","fish","Fish",26,1993,2018,-90.07446,40.28857," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033080","G10361","Freshwater","fish","Fish",30,1979,2018,12.97792,56.77502,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033090","G10362","Freshwater","fish","Fish",30,1983,2016,12.84853,56.77229,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033020","G10363","Freshwater","fish","Fish",29,1988,2018,13.19466,56.78334,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033090","G10365","Freshwater","fish","Fish",24,1989,2018,12.85052,56.78734,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033080","G10367","Freshwater","fish","Fish",27,1991,2018,13.02877,56.79911,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1037","Freshwater","fish","Fish",26,1993,2018,-90.16241,40.1905," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080032670","G10371","Freshwater","fish","Fish",21,1986,2018,14.18595,56.83025,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033080","G10375","Freshwater","fish","Fish",28,1990,2018,13.05695,56.81758,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1038","Freshwater","fish","Fish",26,1993,2018,-90.16241,40.1905," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033090","G10380","Freshwater","fish","Fish",26,1989,2018,12.88832,56.83524,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080032670","G10382","Freshwater","fish","Fish",20,1995,2018,14.21812,56.86345,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033090","G10384","Freshwater","fish","Fish",27,1983,2018,12.72162,56.83903,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1039","Freshwater","fish","Fish",25,1993,2017,-89.84873,40.46382," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033090","G10395","Freshwater","fish","Fish",27,1979,2011,12.7502,56.86858,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033090","G10397","Freshwater","fish","Fish",24,1994,2018,12.79023,56.87664,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1040","Freshwater","fish","Fish",25,1993,2017,-89.84873,40.46382," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080032280","G10406","Freshwater","fish","Fish",25,1993,2018,16.39669,56.95279,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033090","G10409","Freshwater","fish","Fish",22,1997,2018,12.78829,56.91901,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1041","Freshwater","fish","Fish",25,1993,2017,-89.84873,40.46382," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080032280","G10410","Freshwater","fish","Fish",21,1993,2015,16.3673,56.95428,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1042","Freshwater","fish","Fish",26,1993,2018,-89.45305,37.32581," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080032280","G10426","Freshwater","fish","Fish",24,1989,2018,15.62098,56.98925,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1043","Freshwater","fish","Fish",26,1993,2018,-89.45305,37.32581," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080032280","G10431","Freshwater","fish","Fish",27,1986,2018,15.46708,56.9997,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033120","G10438","Freshwater","fish","Fish",21,1989,2018,12.69911,56.97594,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1044","Freshwater","fish","Fish",24,1994,2017,-89.44868,37.35653," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033120","G10444","Freshwater","fish","Fish",22,1986,2015,12.66185,56.9878,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033120","G10446","Freshwater","fish","Fish",25,1986,2018,12.65853,56.99093,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1045","Freshwater","fish","Fish",24,1994,2017,-89.44868,37.35653," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033130","G10452","Freshwater","fish","Fish",31,1983,2017,12.35449,57.00851,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1046","Freshwater","fish","Fish",26,1993,2018,-89.43107,37.2607," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033120","G10464","Freshwater","fish","Fish",28,1982,2018,12.65706,57.02979,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033080","G10468","Freshwater","fish","Fish",21,1985,2018,13.1142,57.0445,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1047","Freshwater","fish","Fish",26,1993,2018,-89.43107,37.2607," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033130","G10470","Freshwater","fish","Fish",26,1984,2017,12.33369,57.02672,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033120","G10479","Freshwater","fish","Fish",28,1985,2018,12.69838,57.05228,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1048","Freshwater","fish","Fish",26,1993,2018,-89.52431,37.24652," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033120","G10481","Freshwater","fish","Fish",25,1993,2018,12.67054,57.0553,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033120","G10486","Freshwater","fish","Fish",38,1979,2018,12.66122,57.0652,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1049","Freshwater","fish","Fish",26,1993,2018,-89.52431,37.24652," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080032230","G10497","Freshwater","fish","Fish",24,1993,2018,16.48215,57.1254,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1050","Freshwater","fish","Fish",26,1993,2018,-91.99512,44.38612," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080032230","G10509","Freshwater","fish","Fish",25,1987,2018,16.25931,57.13044,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1051","Freshwater","fish","Fish",25,1993,2018,-91.99512,44.38612," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033120","G10512","Freshwater","fish","Fish",38,1979,2018,12.65439,57.09298,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033120","G10517","Freshwater","fish","Fish",27,1988,2018,12.63446,57.09669,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1052","Freshwater","fish","Fish",26,1993,2018,-92.0354,44.38792," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033120","G10520","Freshwater","fish","Fish",38,1979,2018,12.67887,57.10252,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1053","Freshwater","fish","Fish",25,1993,2018,-92.0354,44.38792," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033120","G10538","Freshwater","fish","Fish",38,1979,2018,12.72464,57.13973,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1054","Freshwater","fish","Fish",26,1993,2018,-92.02346,44.38425," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033130","G10545","Freshwater","fish","Fish",23,1986,2018,12.27334,57.13628,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","7080047060","G1055","Freshwater","fish","Fish",26,1993,2018,-92.0065,44.37782," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","2080033130","G10550","Freshwater","fish","Fish",27,1990,2018,12.48559,57.14883,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033120","G10556","Freshwater","fish","Fish",33,1984,2018,12.74852,57.16585," Long Term Resource Monitoring Program (2016) Available at https://www.umesc.usgs.gov/data_library/fisheries/fish1_query.shtml [Accessed on 06/09/2019].","","","","",""
"RivFishTIME","7080047060","G1056","Freshwater","fish","Fish",25,1993,2018,-92.0065,44.37782,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
"RivFishTIME","2080033120","G10561","Freshwater","fish","Fish",30,1988,2018,12.77766,57.17098,"Sers, B. (2013) Swedish Electrofishing RegiSter – SERS. Swedish University of Agricultural Sciences (SLU), Depar","","","","",""
