"SpecCode","Species","Author","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Comments","name_in_mydb"
2944,"Rhinichthys cataractae","(Valenciennes, 1842)",22.5,"TL",NA,NA,51971,9.44999980926514,"TL",NA,NA,12193,NA,NA,NA,"Inhabits rubble and gravel riffles (sometimes runs and pools) of fast creeks and small to medium rivers as well as rocky shores of lakes (Ref. 5723, 86798).  Young up to 4 months are pelagic (Ref. 1998).  Form schools (Ref. 1998).  Feeds on mayflies, blackflies, and midges (Ref. 1998).  Spawns over pits in loose gravel substrate (Ref. 51972).  Widely used as bait in the USA (Ref. 1998).  Artificially propagated in Minnesota, USA in long narrow ponds having weak water flow (Ref. 1998).","Rhinichthys cataractae"
4483,"Rhodeus amarus","(Bloch, 1782)",11.1999998092651,"TL",NA,NA,88166,5,"TL",NA,NA,556,NA,NA,NA,"Occurs most abundantly in still or slow-flowing water with dense aquatic vegetation and sand-silt bottom as lowland ponds, canals, slow-flowing rivers, backwaters and oxbows, where mussels are present (Ref. 59043).  Found among plants over sand and muddy bottoms in shallow waters.  Remarkable for its habit of deposing its eggs in the cavity of bivalves (<i>Unio</i>).  Feeds mainly on plants and to a lesser degree on worms, crustaceans, and insect larvae.  Formerly used for pregnancy tests:  females injected with urine from pregnant women protruded their ovipositors (Ref. 6258).  Live span is exceptionally up to 5 years but most individuals do not survive the year of their first reproduction and population sizes fluctuate  greatly over the years (Ref. 59043).","Rhodeus amarus"
2948,"Rhodeus sericeus","(Pallas, 1776)",11,"TL",NA,NA,5723,NA,NA,NA,NA,NA,NA,NA,NA,"Occurs in ponds, lakes, marshes, muddy and sandy pools and backwaters of rivers (Ref. 5723).  Feeds mainly on plant material but also on small larvae of insects.  Its occurrence is related to those of the bivalve <i>Anodonta cygnea</i> and other freshwater mussels (Ref. 30578).  Known for its habit of laying its eggs in the mantle cavity of freshwater mussels (Ref. 1739).  Reproduction takes place from April to June (Ref. 30578).","Rhodeus sericeus"
272,"Rutilus rutilus","(Linnaeus, 1758)",50.2000007629395,"TL",NA,NA,88166,25,"TL",NA,NA,556,1840,NA,4699,"Found in a wide variety of habitats, mainly in lowland areas.  Most abundant in nutrient-rich lakes and large to medium sized rivers and backwaters.  Also recorded from small lowland streams and from brackish coastal lagoons.  In fast-flowing rivers, confined to stretches where backwaters or shelters allow for overwintering.  Larvae and juveniles live in wide variety of littoral habitats. Preys predominantly on benthic invertebrates, zooplankton, plant material and detritus.  May shift from littoral to pelagic habitats and between benthic food and zooplankton when abundance of a specific food item is high or for avoidance of predation and/or competition.  Breeds among dense submerged vegetation in backwaters or lakes, flooded meadows or in shallow, fast-flowing river habitats on plant or gravel bottom.  Undertakes short spawning migrations.  Stays in backwaters or in deep parts of lakes to overwinter.  Produces fertile hybrids with <i>Abramis brama</i> (Ref. 59043).  Pale yellow eggs are found attached to vegetation and tree roots (Ref. 41678).  There is only little commercial fishing for this species, but valued for recreational fishing.  Utilized fresh and dried or salted; can be pan-fried, broiled and baked (Ref. 9988).","Rutilus rutilus"
4877,"Salaria fluviatilis","(Asso, 1801)",15.3999996185303,"TL",NA,NA,95757,8,"TL",NA,NA,556,NA,NA,NA,"Adults occur in rivers and brooks (Ref. 4342), in relatively shallow water as well as in low altitude lakes (Ref. 30578), on stone bottom; in streams, deepest and fastest microhabitats are preferred and sometimes coastal lagoons with low salinity (Ref. 59043).  Reported from marine environment (Ref. 58342).  A territorial species that lives up to 5 years (Ref. 59043).   Adults feed on small benthic organisms, aquatic insects and pupae (Ref. 94105).  Oviparous (Ref. 205).  Females spawn for the first time at the end of the first year and spawning lasts up to 3 years but with most females dying at the end of the first spawning year.  One female spawns up to 1,200 eggs (usually 200-300) in a single layer under a large stone; spawns several egg portions during the season. On the other hand, the males clean, fan and defend the eggs until hatching.  Several females may spawn with one male, which may guard the eggs at different stages of development (Ref. 59043).  Eggs are demersal and adhesive; eggs hatch in about a week (Ref. 205, 59043).  Planktonic larvae until about 1.5 cm, are drifted to and remain in quiet pools or side arms of rivers (Ref. 59043). Populations are threatened due to pollution and water abstraction (Ref. 26100); most riverine populations affected by habitat alteration (especially siltation and alteration of stream morphology), and predation of exotic species.  Presence of habitat suitable for the pelagic 'larval' stage downstream of spawning sites is a limiting factor; lacustrine population are apparently safer (Ref. 59043).","Salaria fluviatilis"
236,"Salmo salar","Linnaeus, 1758",150,"TL",120,"TL",7251,38,"TL",NA,NA,3561,46764,NA,41037,"Amphihaline species, spending most of its life in freshwater (Ref. 51442). Occurs in lakes and rocky runs and pools of small to large rivers (Ref. 86798).  Some landlocked populations exist. Found in all rivers where temperature rises above 10° C for about 3 months per year and does not exceed 20° C for more than a few weeks in summer (Ref. 59043) (preferred temperatures 4-12°C). Juveniles may live in cold lakes in northern Europe (Ref. 59043). Parr (i.e. juveniles) are territorial and are found in the upper reaches of rivers and streams, in riffle areas with strong current and rough gravel bottoms (Ref. 7471). During winter, parr seek refuge in small spaces or under stones during the day (Refs. 59043, 89461). Young remain in freshwater for 1 to 6 years, then migrate to coastal marine waters or even to open oceans where they remain for 1 to 4 years before returning to freshwater  for spawning (Ref. 51442). Adults inhabit cooler waters with strong to moderate flow (Ref. 44894). The Atlantic salmon is reported to live up to 10 years, but most individuals only reach 4-6 years (Ref. 88187). Juveniles feed mainly on aquatic insects, mollusks, crustaceans and fish; adults at sea feed on squids, shrimps, and fish (Ref. 51442). Most populations depend mostly or exclusively on stocking due to degradations of environmental conditions.  Fishing pressure on wild stocks has decreased due to intensive farming but other problems have increased. Farmed salmons escape in large numbers and move to any river and hybridize with wild stocks (Ref. 59043). This species may hybridize with trout (Salmo trutta) (Ref. 59043). Diseases of the species include furunculosis (Aeromonas salmonicida), corynebacterial kidney disease (Renibacterium salmoninarum), enteric red mouth disease (Yersinia ruckeri), infectious pancreatic necrosis virus, bacterial kidney disease, fin rot and fungus infections (Ref. 5951). Marketed fresh, dried or salted, smoked, and frozen; eaten steamed, fried, broiled, cooked in microwave, and baked (Ref. 9988).","Salmo salar"
238,"Salmo trutta","Linnaeus, 1758",125.99999666214,"TL",NA,NA,682,72,"TL",NA,NA,3397,50000,NA,682,"Found in streams, ponds, rivers and lakes (Ref. 5951).  Individuals spend 1 to 5 years in fresh water and 6 months to 5 years in salt water (Ref. 51442).  Juveniles mature in 3-4 years (Ref. 6885).  Lacustrine populations undertake migration to tributaries and lake outlets to spawn, rarely spawning on stone, wave-washed lake shores.  Spawns in rivers and streams with swift current, usually characterized by downward movement of water intro gravel (Ref. 59043).  Spawning takes place normally more than one time (Ref. 51442).  They prefer cold, well-oxygenated upland waters although their tolerance limits are lower than those of rainbow trout and favors large streams in the mountainous areas with adequate cover in the form of submerged rocks, undercut banks, and overhanging vegetation (Ref. 6465).  Life history and spawning behavior is similar to the salmon <i>Salmo salar</i> (Ref. 51442).  Each female produces about 10.000 eggs (Ref. 35388, Ref. 51442).  Mainly diurnal (Ref. 682).  Sea and lake trouts forage in pelagic and littoral habitats, while sea trouts mainly close to coast, not very far from estuary of natal river (Ref. 59043).  Juveniles feed mainly on aquatic and terrestrial insects; adults on mollusks, crustaceans and small fish (Ref. 26523, Ref. 51442).  Marketed fresh and smoked; eaten fried, broiled, boiled, cooked in microwave, and baked (Ref. 9988).","Salmo trutta"
246,"Salvelinus fontinalis","(Mitchill, 1814)",78.0528247356415,"TL",NA,NA,7248,26.3500003814697,"TL",NA,NA,12193,8000,NA,100229,"Occurs in clear, cool, well-oxygenated creeks, small to medium rivers, and lakes (Ref. 5723, 86798).  Nerito-pelagic (Ref. 58426).  Anadromous in some populations (Ref. 86798).  In its native range, general upstream movements have been observed in early spring, summer and late fall; downstream movements, in late spring and fall (Ref. 28546, 28548, 28549, 28550).  Some fish, popularly known as salters, run to the sea in the spring as stream temperature rises, but never venture more than a few kilometers from river mouths. It may remain at sea for up to three months (Ref. 28546, 28549, 28551).  Feeds on a wide range of organisms including worms, leeches, crustaceans, insects (chironomids, caddisflies, blackflies, mayflies, stoneflies and dragonflies (Ref. 5951), mollusks, fishes and amphibians (Ref. 3348, 10294); also small mammals (Ref. 1998).  Stomachs of some individuals contained traces of plant remains (Ref. 1998).  There are reports of introduced fish reaching 15 years of age in California, USA (Ref. 28545).  Cultured for food and for stocking (Ref. 27547).  Extensively used as an experimental animal (Ref. 1998).  Marketed fresh and smoked; eaten fried, broiled, boiled, microwaved, and baked (Ref. 9988).","Salvelinus fontinalis"
248,"Salvelinus namaycush","(Walbaum, 1792)",150,"TL",NA,NA,40637,50,"TL",NA,NA,6114,32650,NA,40637,"Occurs in shallow and deep waters of northern lakes and streams and is restricted to relatively deep lakes in the southern part of its range (Ref. 5723, 86798).  Rarely found in brackish water (Ref. 11980).  A solitary wanderer, the extent of their movements apparently limited by the size of the lake and individual (Ref. 27547).  Although lake trout generally feed on a variety of organisms such as freshwater sponges, crustaceans, insects, fishes (with a preference for ciscoes), and small mammals, some populations feed on plankton throughout their lives (Ref. 27547).  Such plankton-feeding lake trout grow more slowly, mature earlier and at smaller size, die sooner and attain smaller maximum size than do their fish-eating counterparts (Ref. 30351).  Lake trout are highly susceptible to pollution, especially from insecticides (Ref. 14019, 27547).  Utilized as a food fish, its flesh is usually of a yellow or creamy color but may be anything from white to orange (Ref. 27547).  Often caught by fishers (Ref. 30578).","Salvelinus namaycush"
3515,"Sander canadensis","(Griffith & Smith, 1834)",76,"TL",NA,NA,86798,35.75,"TL",NA,NA,12193,3960,NA,4699,"Inhabits sand and gravel runs, sandy and muddy pools and backwaters of small to large rivers (Ref. 86798). Less frequent in lake and impoundments (Ref. 86798).  Larvae feed on cladocerans, copepods, and midge larvae, while juveniles consume fishes (Ref. 10294).  Spawn between March and June (Ref. 10999) in pairs or small aggregations (Ref. 11003).","Sander canadensis"
360,"Sander lucioperca","(Linnaeus, 1758)",78.600001335144,"TL",NA,NA,59043,50,"TL",NA,NA,556,20000,NA,40476,"Adults inhabit large, turbid rivers and eutrophic lakes, brackish coastal lakes and estuaries.  Feed mainly on gregarious, pelagic fishes.  They attain first sexual maturity at 3-10 years of age, usually at 4.  Undertake short spawning migrations. Individuals foraging in brackish water move to freshwater habitats.  Migrations up to 250 km have been recorded.  Homing is well developed, even nearby populations may be relatively isolated.  Spawn in pairs at dawn or night.  Spawning occurs in April-May, exceptional from late February until July, depending on latitude and altitude when temperatures reach 10-14° C on spawning grounds (Ref. 59043).  Popularly fished by sport fishers.  Its flesh is succulent (Ref. 30578).  Utilized fresh or frozen and eaten steamed, broiled and microwaved (Ref. 9988).  An individual weighing 19 kg was reportedly caught in 1959 in Starnberger, Bavaria, Germany (Peter Admicka, pers. Comm.  E-mail:  peter.adamicka@oeaw.ac.at).","Sander lucioperca"
3516,"Sander vitreus","(Mitchill, 1818)",92.7689982652664,"TL",NA,NA,1998,54,"TL",NA,NA,12193,11340,NA,4699,"Occurs in lakes, pools, backwaters, and runs of medium to large rivers.  Frequently found in clear water, usually near brush (Ref. 86798). Prefers large, shallow lakes with high turbidity (Ref. 9988, 10294).  Rarely found in brackish waters (Ref. 1998).  Feeds at night, mainly on insects and fishes (prefers yellow perch and freshwater drum but will take any fish available) but feeds on crayfish, snails, frogs, mudpuppies, and small mammals when fish and insects are scarce (Ref. 1998).  Although not widely farmed commercially for consumption, large numbers are hatched and raised for stocking lakes for game fishing (Ref. 9988).  Utilized fresh or frozen; eaten pan-fried, broiled, microwaved and baked (Ref. 9988).","Sander vitreus"
3516,"Sander vitreus","(Mitchill, 1818)",92.7689982652664,"TL",NA,NA,1998,54,"TL",NA,NA,12193,11340,NA,4699,"Occurs in lakes, pools, backwaters, and runs of medium to large rivers.  Frequently found in clear water, usually near brush (Ref. 86798). Prefers large, shallow lakes with high turbidity (Ref. 9988, 10294).  Rarely found in brackish waters (Ref. 1998).  Feeds at night, mainly on insects and fishes (prefers yellow perch and freshwater drum but will take any fish available) but feeds on crayfish, snails, frogs, mudpuppies, and small mammals when fish and insects are scarce (Ref. 1998).  Although not widely farmed commercially for consumption, large numbers are hatched and raised for stocking lakes for game fishing (Ref. 9988).  Utilized fresh or frozen; eaten pan-fried, broiled, microwaved and baked (Ref. 9988).","Stizostedion vitreum"
3516,"Sander vitreus","(Mitchill, 1818)",92.7689982652664,"TL",NA,NA,1998,54,"TL",NA,NA,12193,11340,NA,4699,"Occurs in lakes, pools, backwaters, and runs of medium to large rivers.  Frequently found in clear water, usually near brush (Ref. 86798). Prefers large, shallow lakes with high turbidity (Ref. 9988, 10294).  Rarely found in brackish waters (Ref. 1998).  Feeds at night, mainly on insects and fishes (prefers yellow perch and freshwater drum but will take any fish available) but feeds on crayfish, snails, frogs, mudpuppies, and small mammals when fish and insects are scarce (Ref. 1998).  Although not widely farmed commercially for consumption, large numbers are hatched and raised for stocking lakes for game fishing (Ref. 9988).  Utilized fresh or frozen; eaten pan-fried, broiled, microwaved and baked (Ref. 9988).","walleye"
2596,"Scaphirhynchus platorynchus","(Rafinesque, 1820)",108,"TL",NA,NA,86798,72,"TL",NA,NA,12193,4880,NA,4699,"Occurs in the bottom of main channels and embayments of large turbid rivers; frequently in flowing water over sand and mixed with gravel and mud.  Feeds primarily on larvae of aquatic insects (especially burrowing mayflies, caddis larvae and midge larvae (Ref. 10294)), worms, and crustaceans (Ref. 50937).  Spawning occurs from April to June in large rivers in areas of swift current and coarse substrates (Ref. 10294).","Scaphirhynchus platorynchus"
2951,"Scardinius erythrophthalmus","(Linnaeus, 1758)",NA,NA,61.7000007629395,"TL",84913,20,"TL",NA,NA,556,NA,3623,84913,"Occurs mainly in nutrient-rich, well vegetated lowland rivers, backwaters, oxbows, ponds and lakes.  Feeds mainly on plankton, terrestrial insects and plant material.  Breeds on roots or submerged plants. Can adapt to unfavorable environmental condition (Ref. 59043).  Colorless or pale yellow eggs are found attached to vegetation in shallow water (Ref. 41678).  Consumed fresh (Ref. 30578).  Threatened due to the introduction of other species (Ref. 26100).","Scardinius erythrophthalmus"
2952,"Semotilus atromaculatus","(Mitchill, 1818)",30.2999992370605,"TL",NA,NA,10294,19.1000003814697,"TL",NA,NA,12193,NA,NA,NA,"Inhabits rocky and sandy pools of headwaters, creeks and small rivers (Ref. 5723, 86798).  Mostly found in tiny, intermittent streams.  Young feed on small aquatic invertebrates while adults consume small fish, crayfish and other large invertebrates (Ref. 10294).  One of the most common fishes in eastern North America (Ref. 86798).","Semotilus atromaculatus"
289,"Silurus glanis","Linnaeus, 1758",273,"TL",NA,NA,123627,NA,NA,NA,NA,NA,130000,NA,123627,"The maximum length of the species has been recorded as 5 m for a long time and the maximum weight as 306 kg . It has been demonstatred that misidentifications and problems of measurment units have led to these numbers.  The recorded maxima with evidence are 2.73 m and 130 kg (Ref. 123627).  Inhabits large and medium size lowland rivers, backwaters and well vegetated lakes (Ref. 59043).  Occurs mainly in large lakes and rivers, though occasionally enters brackish water in the Baltic and Black Seas (Ref. 9988).  Found in deep waters of dams constructed on the lower reaches of rivers (Ref. 9696).  A nocturnal predator, foraging near bottom and in water column.  Larvae and juveniles are benthic, feeding on a wide variety of invertebrates and fish. Adults prey on fish and other aquatic vertebrates. Attains first sexual maturity at 2-3 years of age (Ref. 59043).  Spawns in the salt water of the Aral Sea (at Kulandy) (Ref. 1441).  Marketed fresh, canned and frozen; can be pan-fried and baked (Ref. 9988). Locally threatened due to river regulation destroying shallow spawning sites (Ref. 59043).","Silurus glanis"
4482,"Squalius cephalus","(Linnaeus, 1758)",54.1510003805161,"TL",NA,NA,59043,30,"TL",NA,NA,556,8000,NA,2196,"Most abundant in small rivers and large streams of barbel zone with riffles and pools.  Found along shores of slow-flowing lowland rivers, even in very small mountain streams, and in large lake, undertaking spawning migration to inflowing streams.  Adults are solitary while juveniles occur in groups.  Feeding larvae and juveniles live in very shallow shoreline habitats.  Feed on a wide variety of aquatic and terrestrial animals and plant material.  Large individuals prey predominantly on fishes.  Breed in fast-flowing water above gravel bottom, rarely among submerged vegetation.  Often form fertile hybrids with <i>Alburnus alburnus</i> (Ref. 59043).  Popular with amateur sport fishermen.  Can be caught with various baits and lures.  The flesh is of poor quality (Ref. 38587).","Squalius cephalus"
6462,"Telestes souffia","(Risso, 1827)",25,"TL",NA,NA,556,15,"TL",NA,NA,556,NA,NA,NA,"Adults inhabit middle reaches of streams and rivers with clear water, moderately swift current and gravel bottom.  Occurs in groups.  They feed on invertebrates and algae.  Breeding occurs in fast-flowing water on gravel bottom (Ref. 59043).  Used as bait.  Not so well fished although the flesh is excellent (Ref. 30578).  Locally threatened (Ref. 59043).","Telestes souffia"
4605,"Thymallus thymallus","(Linnaeus, 1758)",60,"TL",NA,NA,556,30,"TL",NA,NA,556,6700,NA,6368,"Inhabits submontane reaches of rivers with a hard sand or stone bottom and well oxygenated, cold and fast-flowing water (Ref. 59043).  Prefers running, well-oxygenated waters of rivers (Ref. 30578).  In Scandinavia, it occurs in clear lakes and freshened part of northern Baltic basin.  Usually lives in hollows behind boulders and shaded water under overhanging vegetation (Ref. 59043).  Gregarious, forms schools (Ref. 2196).  Feeds mainly on insects (Ref. 9696), nymphs, small worms and crustaceans (Ref. 30578).  Breeds in shallow stretches, usually 20-40 cm deep, or riffles, with moderate current of about 0.5 m/s and clean gravel bottom (Ref. 59043).  Can be captured with natural bait (insect larvae) or with artificial fly.  Very sensitive to pollution (Ref. 30578).","Thymallus thymallus"
269,"Tinca tinca","(Linnaeus, 1758)",51.1700004339218,"TL",NA,NA,44894,20,"TL",NA,NA,556,7500,NA,556,"Typically found in shallow, densely vegetated lakes and backwaters.  Often overwinters buried in mud.  Larvae and juveniles confined to dense vegetation (Ref. 59043).  Adults inhabit warm lakes and pools with weed and mud bottom.  Tolerates low oxygen saturations (Ref. 30578, 44894).  Feeds on detritus, benthic animals and plant materials.  Adult often prey mainly on molluscs.  Spawns among dense vegetation in still water (Ref. 59043).  Used as a fodder fish for bass (Ref. 7248).  Utilized fresh and frozen; eaten pan-fried, broiled, and baked (Ref. 9988).  Popular with amateur sport fishers.  Its flesh is highly esteemed (Ref. 30578).  Locally under threat due to river engineering (Ref. 59043).  Reported to reach a maximum length of 84 cm TL (Ref. 5723).","Tinca tinca"
2708,"Umbra pygmaea","(DeKay, 1842)",13.6999998092651,"TL",15,"TL",88166,NA,NA,NA,NA,NA,NA,NA,NA,"Inhabits quiet streams, sloughs, swamps and other wetlands over sand, mud and debris, often among dense vegetation.  Juveniles also found among aquatic vegetation, often forming schools of 10-12 individuals (Ref. 39069).  An introduced species in Europe which usually occurs in small isolated ponds and peat bogs (Ref. 59043).  Oviparous, larvae remain in algal nest for about 6 days (Ref. 39067).  Spawning takes place in April and May (Ref. 30578).  Feeds on insect larvae, worms, mollusks, crustaceans alevins.  Experimental studies show that this species can tolerate acidic environment, particularly, at ph values ranging from 4.0 to 7.0 where no mortality or significant changes in blood plasma osmolarity and haematocrit was observed (Ref. 59260).","Umbra pygmaea"
